system   I             system.c:245  al_install_system                [   0.00048] Allegro version: 5.1.12 (WIP)
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.19828] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.19829] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.19830] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.19831] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19845] added dtor for object 06F23F78, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.19888] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.19890] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19966] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19967] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19969] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19970] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19971] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19972] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19973] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19974] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.19975] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.19976] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.19977] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.19979] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.19980] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19992] added dtor for object 06F23CA8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.20034] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.20036] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20105] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20107] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20108] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20109] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20110] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20111] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20112] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20113] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20114] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.20116] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.20117] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.20118] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.20119] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.20133] added dtor for object 06F24950, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.20178] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.20181] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20250] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20251] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20252] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20253] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20255] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20256] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20257] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20258] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20259] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.20260] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.20261] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.20262] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.20264] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.20278] added dtor for object 06F24518, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.20325] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.20327] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20398] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20400] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20401] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20402] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20403] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20404] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20405] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20406] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20407] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.20408] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.20410] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.20411] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.20412] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.20424] added dtor for object 06F24680, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.20467] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.20469] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20546] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20547] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20548] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20550] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20551] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20553] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20554] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20555] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20556] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.20557] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.20558] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.20560] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.20561] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.20574] added dtor for object 06F24248, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.20618] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.20621] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20692] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20694] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20695] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20696] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20698] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20699] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20700] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20701] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20702] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.20704] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.20705] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.20706] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.20707] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.20724] added dtor for object 06F243B0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.20778] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.20780] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20852] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20854] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20855] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20857] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20858] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20859] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20861] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20862] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.20864] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.20865] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.20867] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.20868] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.20870] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.20885] added dtor for object 06F239D8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.20931] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.20933] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21005] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21006] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21007] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21008] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21009] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21010] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21012] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21013] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21014] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.21015] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.21016] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.21017] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.21018] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21031] added dtor for object 06F25328, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.21074] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.21076] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21153] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21155] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21156] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21157] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21158] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21159] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21160] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21161] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.21162] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.21164] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.21165] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.21166] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.21167] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.21180] added dtor for object 06F247E8, func 00BE41E2
